Interval=	0.001 s
ExcelDateTime=	4.6199553692194582e+004	6/26/2026 13:17:19.005612
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
0.184	-0.005625	0.0071875	0.196875	-0.33125	0.3203125	0.0084375
0.185	-0.005625	0.008125	0.1909375	-0.3334375	0.3240625	0.0078125
0.186	-0.005625	0.00875	0.19375	-0.3325	0.319375	0.006875
0.187	-0.005625	0.009375	0.194375	-0.32875	0.3228125	0.0071875
0.188	-0.006875	0.0071875	0.19375	-0.329375	0.321875	0.01
0.189	-0.0046875	0.00875	0.195625	-0.3309375	0.320625	0.00875
0.19	-0.0084375	0.0084375	0.1925	-0.3334375	0.3228125	0.0078125
0.191	-0.0053125	0.0071875	0.195625	-0.3290625	0.32375	0.006875
0.192	-0.00625	0.009375	0.1909375	-0.329375	0.3228125	0.009375
0.193	-0.0053125	0.0075	0.1934375	-0.3309375	0.3203125	0.0090625
0.194	-0.0059375	0.0090625	0.1953125	-0.333125	0.319375	0.009375
0.195	-0.0059375	0.0071875	0.1921875	-0.33	0.32125	0.0075
0.196	-0.005625	0.0075	0.1946875	-0.3309375	0.3221875	0.0109375
0.197	-0.0046875	0.0071875	0.1934375	-0.329375	0.323125	0.008125
0.198	-0.005625	0.0103125	0.1921875	-0.3290625	0.321875	0.0096875
0.199	-0.0065625	0.008125	0.1921875	-0.33	0.32375	0.0084375
0.2	-0.0053125	0.0084375	0.194375	-0.330625	0.320625	0.0075
0.201	-0.0053125	0.0090625	0.1921875	-0.3303125	0.321875	0.005625
0.202	-0.005	0.0071875	0.19625	-0.331875	0.320625	0.0084375
0.203	-0.0075	0.010625	0.1934375	-0.3315625	0.32	0.008125
0.204	-0.004375	0.009375	0.19375	-0.3296875	0.3215625	0.0090625
0.205	-0.004375	0.0065625	0.1925	-0.3309375	0.320625	0.010625
0.206	-0.005	0.00875	0.196875	-0.330625	0.32	0.01
